variant,screen_date,ticker,Region,base_score,residual_score,vcp_score,Final_Score,Total_Score
VCP_10,2025-03-31,US2,US,1.0,0.875,0.3645833333333333,0.9364583333333334,0.5634741611488414
VCP_10,2025-03-31,US6,US,0.875,0.625,0.5416666666666666,0.8416666666666667,0.4825325798236457
VCP_10,2025-03-31,US7,US,0.75,0.75,0.5833333333333334,0.7333333333333334,0.44602163967929453
VCP_10,2025-03-31,US3,US,0.625,1.0,0.4791666666666667,0.6104166666666667,0.29958976013299105
VCP_10,2025-03-31,US4,US,0.5,0.375,0.2916666666666667,0.4791666666666667,-0.1750195436302119
VCP_10,2025-03-31,US1,US,0.375,0.25,0.3125,0.36875,-0.28863442943928636
VCP_10,2025-03-31,JP4.T,JP,1.0,1.0,0.5520833333333334,0.9552083333333333,1.0994040346072962
VCP_10,2025-03-31,JP3.T,JP,0.875,0.875,0.4479166666666667,0.8322916666666667,0.3498358088479754
VCP_10,2025-03-31,JP7.T,JP,0.75,0.75,0.2604166666666667,0.7010416666666667,0.27973096211107445
VCP_10,2025-03-31,JP2.T,JP,0.625,0.625,0.4479166666666667,0.6072916666666667,0.11029300660166733
VCP_10,2025-03-31,JP1.T,JP,0.5,0.125,0.3645833333333333,0.4864583333333333,0.07521630662163342
VCP_10,2025-03-31,JP6.T,JP,0.375,0.5,0.25,0.36250000000000004,-0.37077871712789773
VCP_10,2025-06-30,US7,US,1.0,1.0,0.4791666666666667,0.9479166666666667,0.759125265805637
VCP_10,2025-06-30,US6,US,0.875,0.625,0.34375,0.821875,0.4314757803617717
VCP_10,2025-06-30,US3,US,0.75,0.875,0.4166666666666667,0.7166666666666667,0.3592898354659553
VCP_10,2025-06-30,US2,US,0.625,0.75,0.3854166666666667,0.6010416666666667,0.241348284704892
VCP_10,2025-06-30,US4,US,0.5,0.5,0.6666666666666666,0.5166666666666667,0.056489040723614325
VCP_10,2025-06-30,US1,US,0.375,0.375,0.4479166666666667,0.3822916666666667,-0.2449659148698055
VCP_10,2025-06-30,JP4.T,JP,1.0,1.0,0.6979166666666666,0.9697916666666667,1.1079540979894227
VCP_10,2025-06-30,JP7.T,JP,0.875,0.75,0.4270833333333333,0.8302083333333333,0.7151633485420682
VCP_10,2025-06-30,JP3.T,JP,0.75,0.875,0.46875,0.721875,0.006645143885214727
VCP_10,2025-06-30,JP2.T,JP,0.625,0.625,0.34375,0.596875,-0.031029726549145445
VCP_10,2025-06-30,JP5.T,JP,0.5,0.5,0.46875,0.496875,-0.3554804161243755
VCP_10,2025-06-30,JP1.T,JP,0.375,0.125,0.21875,0.359375,-0.42915660874858513
VCP_10,2025-09-30,US6,US,1.0,1.0,0.5,0.9500000000000001,0.9312699773947221
VCP_10,2025-09-30,US3,US,0.875,0.875,0.3645833333333333,0.8239583333333333,0.45421781005526957
VCP_10,2025-09-30,US4,US,0.75,0.625,0.5,0.7250000000000001,0.302480702203414
VCP_10,2025-09-30,US7,US,0.625,0.75,0.2916666666666667,0.5916666666666667,0.16184920131733094
VCP_10,2025-09-30,US2,US,0.5,0.5,0.71875,0.521875,-0.058128703597968054
VCP_10,2025-09-30,US1,US,0.375,0.375,0.3020833333333333,0.36770833333333336,-0.3377954164502356
VCP_10,2025-09-30,JP4.T,JP,1.0,1.0,0.6666666666666666,0.9666666666666667,1.1047968123173295
VCP_10,2025-09-30,JP1.T,JP,0.875,0.125,0.09375,0.796875,0.35808983757162
VCP_10,2025-09-30,JP5.T,JP,0.75,0.875,0.6041666666666666,0.7354166666666667,0.18885336009574827
VCP_10,2025-09-30,JP7.T,JP,0.625,0.625,0.25,0.5875,0.08669957603434617
VCP_10,2025-09-30,JP0.T,JP,0.5,0.75,0.6041666666666666,0.5104166666666666,-0.2341202888196009
VCP_10,2025-09-30,JP6.T,JP,0.375,0.375,0.15625,0.353125,-0.3535617911677035
VCP_20,2018-12-31,US3,US,1.0,1.0,0.5208333333333334,0.9041666666666668,0.7580866910708451
VCP_20,2018-12-31,US6,US,0.875,0.625,0.3333333333333333,0.7666666666666667,0.6428545518681993
VCP_20,2018-12-31,US5,US,0.75,0.875,0.4166666666666667,0.6833333333333335,0.21118279568909482
VCP_20,2018-12-31,US4,US,0.625,0.5,0.5625,0.6125,0.17396161301288995
VCP_20,2018-12-31,US7,US,0.5,0.375,0.4375,0.48750000000000004,-0.2798595134183243
VCP_20,2018-12-31,US0,US,0.375,0.125,0.3020833333333333,0.3604166666666667,-0.41502201149972906
VCP_20,2018-12-31,JP3.T,JP,1.0,0.75,0.46875,0.89375,0.892144852715878
VCP_20,2018-12-31,JP1.T,JP,0.875,0.875,0.5520833333333334,0.8104166666666668,0.7481567379899846
VCP_20,2018-12-31,JP0.T,JP,0.75,1.0,0.53125,0.70625,0.3656953346720122
VCP_20,2018-12-31,JP5.T,JP,0.625,0.375,0.4479166666666667,0.5895833333333333,0.016609784269769598
VCP_20,2018-12-31,JP7.T,JP,0.5,0.5,0.3020833333333333,0.4604166666666667,-0.11068074475081727
VCP_20,2018-12-31,JP4.T,JP,0.375,0.125,0.16666666666666666,0.33333333333333337,-0.4579316669613257
VCP_20,2019-03-29,US3,US,1.0,1.0,0.4895833333333333,0.8979166666666667,1.022931813937737
VCP_20,2019-03-29,US7,US,0.875,0.875,0.34375,0.76875,0.5028262262368348
VCP_20,2019-03-29,US6,US,0.75,0.5,0.6354166666666666,0.7270833333333334,0.34021989169174566
VCP_20,2019-03-29,US4,US,0.625,0.625,0.375,0.575,0.04948899076808164
VCP_20,2019-03-29,US0,US,0.5,0.75,0.40625,0.48125,-0.06110086966937517
VCP_20,2019-03-29,US1,US,0.375,0.375,0.3333333333333333,0.3666666666666667,-0.4755342941434701
VCP_20,2019-03-29,JP3.T,JP,1.0,0.875,0.4895833333333333,0.8979166666666667,0.7803579473048027
VCP_20,2019-03-29,JP0.T,JP,0.875,1.0,0.4479166666666667,0.7895833333333334,0.6400913507353692
VCP_20,2019-03-29,JP5.T,JP,0.75,0.25,0.3645833333333333,0.6729166666666667,0.34985392996221065
VCP_20,2019-03-29,JP4.T,JP,0.625,0.625,0.5,0.6,0.1558745115566786
VCP_20,2019-03-29,JP1.T,JP,0.5,0.5,0.23958333333333334,0.4479166666666667,0.022934410545459673
VCP_20,2019-03-29,JP7.T,JP,0.375,0.375,0.3645833333333333,0.37291666666666673,-0.22897947494130405
VCP_20,2019-06-28,US0,US,1.0,1.0,0.4583333333333333,0.8916666666666667,0.4218909971408872
VCP_20,2019-06-28,US3,US,0.875,0.5,0.3229166666666667,0.7645833333333334,0.41634395467843466
VCP_20,2019-06-28,US6,US,0.75,0.625,0.6458333333333334,0.7291666666666667,0.4148966228513166
VCP_20,2019-06-28,US4,US,0.625,0.875,0.6458333333333334,0.6291666666666667,0.3421078477536663
VCP_20,2019-06-28,US7,US,0.5,0.25,0.3645833333333333,0.4729166666666667,0.0672011220203802
VCP_20,2019-06-28,US5,US,0.375,0.75,0.19791666666666666,0.33958333333333335,-0.18654726959332474
VCP_20,2019-06-28,JP0.T,JP,1.0,1.0,0.3645833333333333,0.8729166666666667,1.0611792498621084
VCP_20,2019-06-28,JP5.T,JP,0.875,0.375,0.5520833333333334,0.8104166666666668,0.460609021584705
VCP_20,2019-06-28,JP3.T,JP,0.75,0.875,0.4270833333333333,0.6854166666666668,0.34420561153178214
VCP_20,2019-06-28,JP7.T,JP,0.625,0.25,0.4270833333333333,0.5854166666666667,0.05545768222347319
VCP_20,2019-06-28,JP1.T,JP,0.5,0.5,0.3020833333333333,0.4604166666666667,-0.1758282516306289
VCP_20,2019-06-28,JP4.T,JP,0.375,0.75,0.40625,0.38125000000000003,-0.22573025687629975
VCP_20,2019-09-30,US1,US,1.0,1.0,0.65625,0.93125,0.5633827565856264
VCP_20,2019-09-30,US3,US,0.875,0.25,0.25,0.7500000000000001,0.5395145959835123
VCP_20,2019-09-30,US7,US,0.75,0.5,0.5208333333333334,0.7041666666666668,0.39991309485986465
VCP_20,2019-09-30,US2,US,0.625,0.875,0.4479166666666667,0.5895833333333333,-0.04376783047991985
VCP_20,2019-09-30,US0,US,0.5,0.625,0.3020833333333333,0.4604166666666667,-0.2271304581952055
VCP_20,2019-09-30,US6,US,0.375,0.125,0.3333333333333333,0.3666666666666667,-0.30929836866366583
VCP_20,2019-09-30,JP0.T,JP,1.0,1.0,0.375,0.875,1.292631892897783
VCP_20,2019-09-30,JP5.T,JP,0.875,0.875,0.6041666666666666,0.8208333333333334,0.7294389944964809
VCP_20,2019-09-30,JP4.T,JP,0.75,0.75,0.5625,0.7125000000000001,0.02183944921481576
VCP_20,2019-09-30,JP3.T,JP,0.625,0.625,0.5416666666666666,0.6083333333333334,-0.15337203649423706
VCP_20,2019-09-30,JP1.T,JP,0.5,0.5,0.25,0.45,-0.20538227837930773
VCP_20,2019-09-30,JP6.T,JP,0.375,0.375,0.14583333333333334,0.3291666666666667,-0.3955592018582055
VCP_20,2019-12-31,US1,US,1.0,1.0,0.625,0.925,0.7371931510542875
VCP_20,2019-12-31,US3,US,0.875,0.375,0.4791666666666667,0.7958333333333334,0.6747088862310425
VCP_20,2019-12-31,US7,US,0.75,0.75,0.3958333333333333,0.6791666666666667,0.09677087087911014
VCP_20,2019-12-31,US4,US,0.625,0.875,0.4166666666666667,0.5833333333333334,-0.169139675648988
VCP_20,2019-12-31,US2,US,0.5,0.5,0.3125,0.4625,-0.17146249956794257
VCP_20,2019-12-31,US6,US,0.375,0.125,0.14583333333333334,0.3291666666666667,-0.19146027053075165
VCP_20,2019-12-31,JP0.T,JP,1.0,0.75,0.5625,0.9125000000000001,0.8149350083421064
VCP_20,2019-12-31,JP4.T,JP,0.875,1.0,0.5,0.8,0.7122286535723154
VCP_20,2019-12-31,JP3.T,JP,0.75,0.875,0.5208333333333334,0.7041666666666668,0.34905638166394226
VCP_20,2019-12-31,JP5.T,JP,0.625,0.25,0.21875,0.54375,0.053739785383209004
VCP_20,2019-12-31,JP6.T,JP,0.5,0.5,0.3020833333333333,0.4604166666666667,-0.1950535920870513
VCP_20,2019-12-31,JP1.T,JP,0.375,0.625,0.6458333333333334,0.4291666666666667,-0.39248847531900843
VCP_20,2020-03-31,US1,US,1.0,1.0,0.5208333333333334,0.9041666666666668,1.0199840976684584
VCP_20,2020-03-31,US3,US,0.875,0.5,0.3333333333333333,0.7666666666666667,0.4365823369877292
VCP_20,2020-03-31,US5,US,0.75,0.875,0.5416666666666666,0.7083333333333335,0.2358008732106182
VCP_20,2020-03-31,US6,US,0.625,0.25,0.375,0.575,0.024754782589777424
VCP_20,2020-03-31,US4,US,0.5,0.75,0.5625,0.5125000000000001,-0.14059889543304888
VCP_20,2020-03-31,US7,US,0.375,0.625,0.4583333333333333,0.3916666666666667,-0.21848303782670256
VCP_20,2020-03-31,JP0.T,JP,1.0,0.625,0.4895833333333333,0.8979166666666667,0.8702436046730162
VCP_20,2020-03-31,JP3.T,JP,0.875,0.75,0.3854166666666667,0.7770833333333333,0.4131815064232725
VCP_20,2020-03-31,JP4.T,JP,0.75,0.875,0.5520833333333334,0.7104166666666668,0.31439768499863907
VCP_20,2020-03-31,JP1.T,JP,0.625,1.0,0.46875,0.59375,-0.029534062599745198
VCP_20,2020-03-31,JP5.T,JP,0.5,0.5,0.3854166666666667,0.47708333333333336,-0.047234607639768514
VCP_20,2020-03-31,JP6.T,JP,0.375,0.375,0.5104166666666666,0.40208333333333335,-0.39627484503803145
VCP_20,2020-06-30,US1,US,1.0,0.875,0.25,0.8500000000000001,0.6352659932863662
VCP_20,2020-06-30,US5,US,0.875,1.0,0.5625,0.8125000000000001,0.6242231319234794
VCP_20,2020-06-30,US3,US,0.75,0.5,0.21875,0.64375,0.517921557649943
VCP_20,2020-06-30,US2,US,0.625,0.375,0.3645833333333333,0.5729166666666666,-0.13321357554498997
VCP_20,2020-06-30,US6,US,0.5,0.625,0.6875,0.5375000000000001,-0.29340276302740553
VCP_20,2020-06-30,US7,US,0.375,0.75,0.625,0.42500000000000004,-0.33312982579214045
VCP_20,2020-06-30,JP3.T,JP,1.0,0.875,0.4791666666666667,0.8958333333333334,0.6689612578926519
VCP_20,2020-06-30,JP0.T,JP,0.875,0.625,0.4791666666666667,0.7958333333333334,0.6362855339830281
VCP_20,2020-06-30,JP4.T,JP,0.75,0.75,0.3958333333333333,0.6791666666666667,0.25386209187839137
VCP_20,2020-06-30,JP1.T,JP,0.625,1.0,0.3541666666666667,0.5708333333333333,0.2093108571347272
VCP_20,2020-06-30,JP2.T,JP,0.5,0.5,0.3645833333333333,0.4729166666666667,-0.04537127710087311
VCP_20,2020-06-30,JP5.T,JP,0.375,0.375,0.4791666666666667,0.39583333333333337,-0.23204494021675034
VCP_20,2020-09-30,US3,US,1.0,0.875,0.3541666666666667,0.8708333333333333,0.8342337850570172
VCP_20,2020-09-30,US5,US,0.875,1.0,0.28125,0.7562500000000001,0.592082673008602
VCP_20,2020-09-30,US1,US,0.75,0.75,0.6666666666666666,0.7333333333333334,0.5478154245817124
VCP_20,2020-09-30,US6,US,0.625,0.5,0.4479166666666667,0.5895833333333333,0.07671295377697974
VCP_20,2020-09-30,US7,US,0.5,0.375,0.2708333333333333,0.4541666666666667,-0.29387673670085146
VCP_20,2020-09-30,US4,US,0.375,0.625,0.4375,0.38750000000000007,-0.3076758519602001
VCP_20,2020-09-30,JP4.T,JP,1.0,1.0,0.5208333333333334,0.9041666666666668,0.5971064368515789
VCP_20,2020-09-30,JP3.T,JP,0.875,0.625,0.4166666666666667,0.7833333333333334,0.5516040337364303
VCP_20,2020-09-30,JP2.T,JP,0.75,0.75,0.4583333333333333,0.6916666666666668,0.5494905404749173
VCP_20,2020-09-30,JP1.T,JP,0.625,0.875,0.5833333333333334,0.6166666666666667,0.35193281767887596
VCP_20,2020-09-30,JP0.T,JP,0.5,0.25,0.14583333333333334,0.4291666666666667,-0.12032757180635012
VCP_20,2020-09-30,JP5.T,JP,0.375,0.375,0.3541666666666667,0.3708333333333334,-0.35271131105913
VCP_20,2020-12-31,US5,US,1.0,0.875,0.2916666666666667,0.8583333333333334,1.0298856093207904
VCP_20,2020-12-31,US1,US,0.875,1.0,0.6041666666666666,0.8208333333333334,0.9796880603938685
VCP_20,2020-12-31,US3,US,0.75,0.5,0.4895833333333333,0.6979166666666667,0.054671261792616
VCP_20,2020-12-31,US7,US,0.625,0.625,0.4166666666666667,0.5833333333333334,0.04709269340378387
VCP_20,2020-12-31,US6,US,0.5,0.75,0.40625,0.48125,-0.06486686977601533
VCP_20,2020-12-31,US4,US,0.375,0.375,0.28125,0.35625000000000007,-0.522490706481652
VCP_20,2020-12-31,JP2.T,JP,1.0,1.0,0.53125,0.90625,0.8804100496395324
VCP_20,2020-12-31,JP4.T,JP,0.875,0.875,0.5729166666666666,0.8145833333333334,0.6739792525406838
VCP_20,2020-12-31,JP1.T,JP,0.75,0.5,0.375,0.675,0.10273377346278584
VCP_20,2020-12-31,JP3.T,JP,0.625,0.75,0.6979166666666666,0.6395833333333334,0.09109434123418325
VCP_20,2020-12-31,JP0.T,JP,0.5,0.375,0.22916666666666666,0.44583333333333336,0.008117311897360875
VCP_20,2020-12-31,JP5.T,JP,0.375,0.625,0.4479166666666667,0.3895833333333334,-0.18826981972160584
VCP_20,2021-03-31,US3,US,1.0,1.0,0.625,0.925,1.0287534343035367
VCP_20,2021-03-31,US7,US,0.875,0.875,0.3958333333333333,0.7791666666666668,0.7217939860567246
VCP_20,2021-03-31,US1,US,0.75,0.75,0.4166666666666667,0.6833333333333335,0.12378649110907877
VCP_20,2021-03-31,US5,US,0.625,0.25,0.4375,0.5875,0.04659515592769123
VCP_20,2021-03-31,US4,US,0.5,0.5,0.3333333333333333,0.4666666666666667,-0.304880200368058
VCP_20,2021-03-31,US6,US,0.375,0.375,0.5,0.4,-0.40566811565105687
VCP_20,2021-03-31,JP2.T,JP,1.0,0.75,0.3958333333333333,0.8791666666666667,1.0318614379505626
VCP_20,2021-03-31,JP3.T,JP,0.875,0.875,0.6041666666666666,0.8208333333333334,0.4567315055434124
VCP_20,2021-03-31,JP4.T,JP,0.75,0.625,0.4375,0.6875000000000001,0.4235833797658273
VCP_20,2021-03-31,JP0.T,JP,0.625,0.375,0.5,0.6,-0.04397760941581029
VCP_20,2021-03-31,JP5.T,JP,0.5,0.25,0.17708333333333334,0.4354166666666667,-0.2969762559675282
VCP_20,2021-03-31,JP7.T,JP,0.375,0.125,0.20833333333333334,0.34166666666666673,-0.40167965965618135
VCP_20,2021-06-30,US3,US,1.0,1.0,0.5520833333333334,0.9104166666666668,1.0218611856244484
VCP_20,2021-06-30,US1,US,0.875,0.875,0.34375,0.76875,0.45295065671787205
VCP_20,2021-06-30,US4,US,0.75,0.75,0.2604166666666667,0.6520833333333335,0.3309051311742085
VCP_20,2021-06-30,US7,US,0.625,0.625,0.5416666666666666,0.6083333333333334,0.3117919127735437
VCP_20,2021-06-30,US5,US,0.5,0.125,0.4375,0.48750000000000004,-0.2114970275276083
VCP_20,2021-06-30,US6,US,0.375,0.5,0.3125,0.36250000000000004,-0.5587162083543422
VCP_20,2021-06-30,JP3.T,JP,1.0,0.875,0.5,0.9,1.295600737885372
VCP_20,2021-06-30,JP0.T,JP,0.875,0.75,0.5729166666666666,0.8145833333333334,0.343230342859276
VCP_20,2021-06-30,JP2.T,JP,0.75,0.5,0.3645833333333333,0.6729166666666667,0.10707837159530409
VCP_20,2021-06-30,JP1.T,JP,0.625,1.0,0.625,0.625,-0.08925454863619761
VCP_20,2021-06-30,JP5.T,JP,0.5,0.125,0.16666666666666666,0.43333333333333335,-0.2781851430586062
VCP_20,2021-06-30,JP7.T,JP,0.375,0.375,0.3854166666666667,0.3770833333333334,-0.3007155059939056
VCP_20,2021-09-30,US3,US,1.0,0.875,0.40625,0.8812500000000001,0.9424296457149071
VCP_20,2021-09-30,US1,US,0.875,1.0,0.53125,0.8062500000000001,0.7500290344759476
VCP_20,2021-09-30,US7,US,0.75,0.375,0.23958333333333334,0.6479166666666668,0.3149229537480751
VCP_20,2021-09-30,US2,US,0.625,0.625,0.4479166666666667,0.5895833333333333,-0.19303090752083266
VCP_20,2021-09-30,US6,US,0.5,0.75,0.4895833333333333,0.4979166666666667,-0.217371963432426
VCP_20,2021-09-30,US4,US,0.375,0.25,0.3854166666666667,0.3770833333333334,-0.3952330748321676
VCP_20,2021-09-30,JP1.T,JP,1.0,0.875,0.3645833333333333,0.8729166666666667,0.9414457477967987
VCP_20,2021-09-30,JP3.T,JP,0.875,0.75,0.3541666666666667,0.7708333333333334,0.6761337905722715
VCP_20,2021-09-30,JP0.T,JP,0.75,1.0,0.46875,0.6937500000000001,0.6604393689476727
VCP_20,2021-09-30,JP6.T,JP,0.625,0.625,0.5625,0.6125,-0.18436810488971483
VCP_20,2021-09-30,JP5.T,JP,0.5,0.125,0.3229166666666667,0.46458333333333335,-0.2747267047755921
VCP_20,2021-09-30,JP4.T,JP,0.375,0.375,0.375,0.37500000000000006,-0.5829929517514444
VCP_20,2021-12-31,US3,US,1.0,0.875,0.5,0.9,0.8499237435530032
VCP_20,2021-12-31,US1,US,0.875,1.0,0.6666666666666666,0.8333333333333334,0.801136088832435
VCP_20,2021-12-31,US7,US,0.75,0.5,0.375,0.675,0.16909954603796729
VCP_20,2021-12-31,US6,US,0.5,0.75,0.6458333333333334,0.5291666666666667,-0.09071187484491676
VCP_20,2021-12-31,US4,US,0.625,0.25,0.10416666666666667,0.5208333333333334,0.03543951058148638
VCP_20,2021-12-31,US2,US,0.375,0.375,0.3854166666666667,0.3770833333333334,-0.47450608435287406
VCP_20,2021-12-31,JP0.T,JP,1.0,1.0,0.5,0.9,0.8322308176268898
VCP_20,2021-12-31,JP1.T,JP,0.875,0.75,0.3958333333333333,0.7791666666666668,0.7472291727623425
VCP_20,2021-12-31,JP6.T,JP,0.75,0.875,0.625,0.7250000000000001,0.29645312544126246
VCP_20,2021-12-31,JP3.T,JP,0.625,0.625,0.4583333333333333,0.5916666666666667,0.1587826952567939
VCP_20,2021-12-31,JP5.T,JP,0.5,0.125,0.3020833333333333,0.4604166666666667,-0.12926613480085952
VCP_20,2021-12-31,JP7.T,JP,0.375,0.375,0.25,0.35000000000000003,-0.3825895796434202
VCP_20,2022-03-31,US1,US,1.0,1.0,0.3333333333333333,0.8666666666666667,0.7856757215467
VCP_20,2022-03-31,US3,US,0.875,0.875,0.625,0.8250000000000001,0.7671004426284467
VCP_20,2022-03-31,US7,US,0.75,0.75,0.34375,0.6687500000000001,0.26666965211740734
VCP_20,2022-03-31,US6,US,0.625,0.5,0.5833333333333334,0.6166666666666667,0.017340442698798753
VCP_20,2022-03-31,US2,US,0.5,0.375,0.5208333333333334,0.5041666666666667,-0.32419541206002706
VCP_20,2022-03-31,US4,US,0.375,0.125,0.16666666666666666,0.33333333333333337,-0.391006716566421
VCP_20,2022-03-31,JP1.T,JP,1.0,1.0,0.4583333333333333,0.8916666666666667,1.273795303475008
VCP_20,2022-03-31,JP6.T,JP,0.875,0.875,0.5625,0.8125000000000001,0.5126786401260813
VCP_20,2022-03-31,JP0.T,JP,0.75,0.75,0.3854166666666667,0.6770833333333335,0.13553000536339216
VCP_20,2022-03-31,JP3.T,JP,0.625,0.25,0.40625,0.58125,-0.1513035145242034
VCP_20,2022-03-31,JP7.T,JP,0.5,0.375,0.19791666666666666,0.4395833333333333,-0.3297355516130342
VCP_20,2022-03-31,JP5.T,JP,0.375,0.125,0.21875,0.34375000000000006,-0.3542123788354738
VCP_20,2022-06-30,US2,US,1.0,1.0,0.6041666666666666,0.9208333333333334,0.4468444769306326
VCP_20,2022-06-30,US6,US,0.875,0.375,0.3125,0.7625000000000001,0.37187706296979894
VCP_20,2022-06-30,US7,US,0.75,0.5,0.3541666666666667,0.6708333333333334,0.3262976237806216
VCP_20,2022-06-30,US1,US,0.625,0.75,0.6458333333333334,0.6291666666666667,0.3142966071341522
VCP_20,2022-06-30,US3,US,0.5,0.25,0.3125,0.4625,-0.2079120072197633
VCP_20,2022-06-30,US5,US,0.375,0.875,0.4583333333333333,0.3916666666666667,-0.2262928762144309
VCP_20,2022-06-30,JP1.T,JP,1.0,1.0,0.5104166666666666,0.9020833333333333,1.3247088630945902
VCP_20,2022-06-30,JP6.T,JP,0.875,0.875,0.6145833333333334,0.8229166666666667,0.7186407008475454
VCP_20,2022-06-30,JP0.T,JP,0.75,0.375,0.3645833333333333,0.6729166666666667,-0.14669182493995425
VCP_20,2022-06-30,JP7.T,JP,0.625,0.625,0.40625,0.58125,-0.23986197714866847
VCP_20,2022-06-30,JP2.T,JP,0.5,0.5,0.46875,0.49375,-0.35234091808509815
VCP_20,2022-06-30,JP4.T,JP,0.375,0.75,0.3645833333333333,0.37291666666666673,-0.40675562386409164
VCP_20,2022-09-30,US2,US,1.0,1.0,0.5,0.9,0.6688033204054938
VCP_20,2022-09-30,US6,US,0.875,0.875,0.3854166666666667,0.7770833333333333,0.45915323499489125
VCP_20,2022-09-30,US1,US,0.75,0.75,0.6145833333333334,0.7229166666666668,0.38040558373264566
VCP_20,2022-09-30,US4,US,0.625,0.25,0.3645833333333333,0.5729166666666666,0.25891100198240824
VCP_20,2022-09-30,US5,US,0.5,0.625,0.4166666666666667,0.4833333333333334,-0.1435330770403368
VCP_20,2022-09-30,US7,US,0.375,0.5,0.2604166666666667,0.3520833333333334,-0.4585251026469378
VCP_20,2022-09-30,JP1.T,JP,1.0,1.0,0.40625,0.8812500000000001,1.2433139038514642
VCP_20,2022-09-30,JP6.T,JP,0.875,0.75,0.5104166666666666,0.8020833333333334,0.33690160757175036
VCP_20,2022-09-30,JP7.T,JP,0.75,0.625,0.5729166666666666,0.7145833333333335,0.13414532093918888
VCP_20,2022-09-30,JP4.T,JP,0.5,0.875,0.6979166666666666,0.5395833333333333,-0.12328954272517342
VCP_20,2022-09-30,JP2.T,JP,0.625,0.375,0.15625,0.53125,-0.09502243837859711
VCP_20,2022-09-30,JP0.T,JP,0.375,0.5,0.2916666666666667,0.3583333333333334,-0.37876767025452396
VCP_20,2022-12-30,US2,US,1.0,0.875,0.5729166666666666,0.9145833333333334,0.7937478936381406
VCP_20,2022-12-30,US6,US,0.875,1.0,0.5729166666666666,0.8145833333333334,0.7860134608427272
VCP_20,2022-12-30,US5,US,0.75,0.75,0.14583333333333334,0.6291666666666668,0.500589658371068
VCP_20,2022-12-30,US4,US,0.625,0.625,0.46875,0.59375,0.01563732442287477
VCP_20,2022-12-30,US0,US,0.5,0.375,0.25,0.45,-0.29103553150244077
VCP_20,2022-12-30,US7,US,0.375,0.5,0.46875,0.39375000000000004,-0.4266559671843158
VCP_20,2022-12-30,JP1.T,JP,1.0,1.0,0.3333333333333333,0.8666666666666667,1.5552141867823666
VCP_20,2022-12-30,JP2.T,JP,0.875,0.375,0.1875,0.7375,0.3595401552969313
VCP_20,2022-12-30,JP4.T,JP,0.75,0.875,0.5625,0.7125000000000001,-0.007232586475729788
VCP_20,2022-12-30,JP6.T,JP,0.625,0.625,0.3125,0.5625,-0.09093294476786037
VCP_20,2022-12-30,JP7.T,JP,0.5,0.75,0.3958333333333333,0.4791666666666667,-0.14533071682992277
VCP_20,2022-12-30,JP3.T,JP,0.375,0.125,0.4270833333333333,0.38541666666666674,-0.3381276961021413
VCP_20,2023-03-31,US4,US,1.0,0.875,0.6875,0.9375,0.8878663851458698
VCP_20,2023-03-31,US6,US,0.875,1.0,0.4791666666666667,0.7958333333333334,0.7937960865997169
VCP_20,2023-03-31,US2,US,0.75,0.75,0.4166666666666667,0.6833333333333335,0.3283103789061229
VCP_20,2023-03-31,US7,US,0.625,0.625,0.5625,0.6125,0.10304670688855425
VCP_20,2023-03-31,US0,US,0.5,0.375,0.3958333333333333,0.4791666666666667,-0.3939519777279701
VCP_20,2023-03-31,US1,US,0.375,0.5,0.2604166666666667,0.3520833333333334,-0.4477370165927324
VCP_20,2023-03-31,JP1.T,JP,1.0,0.875,0.25,0.8500000000000001,1.1904783258438776
VCP_20,2023-03-31,JP4.T,JP,0.875,1.0,0.375,0.7750000000000001,0.4827070269420607
VCP_20,2023-03-31,JP3.T,JP,0.75,0.75,0.5,0.7000000000000001,0.06571835418482568
VCP_20,2023-03-31,JP2.T,JP,0.625,0.125,0.3333333333333333,0.5666666666666667,-0.22683842787024022
VCP_20,2023-03-31,JP7.T,JP,0.5,0.5,0.4791666666666667,0.49583333333333335,-0.2678401435113592
VCP_20,2023-03-31,JP0.T,JP,0.375,0.625,0.4583333333333333,0.3916666666666667,-0.28434995616601944
VCP_20,2023-06-30,US6,US,1.0,1.0,0.4479166666666667,0.8895833333333334,1.3484485856109076
VCP_20,2023-06-30,US4,US,0.875,0.875,0.4479166666666667,0.7895833333333334,0.3218637046424033
VCP_20,2023-06-30,US2,US,0.75,0.625,0.46875,0.6937500000000001,0.2642724522716735
VCP_20,2023-06-30,US1,US,0.625,0.5,0.6145833333333334,0.6229166666666667,-0.2599796280249556
VCP_20,2023-06-30,US0,US,0.5,0.75,0.3645833333333333,0.4729166666666667,-0.2644992871417009
VCP_20,2023-06-30,US7,US,0.375,0.375,0.4270833333333333,0.38541666666666674,-0.31388383858379904
VCP_20,2023-06-30,JP0.T,JP,1.0,1.0,0.4270833333333333,0.8854166666666667,1.078343850462406
VCP_20,2023-06-30,JP4.T,JP,0.875,0.75,0.3645833333333333,0.7729166666666667,0.6556027400228547
VCP_20,2023-06-30,JP1.T,JP,0.75,0.875,0.59375,0.7187500000000001,0.5232548039623881
VCP_20,2023-06-30,JP3.T,JP,0.625,0.625,0.53125,0.60625,0.05126031097104512
VCP_20,2023-06-30,JP2.T,JP,0.5,0.125,0.28125,0.45625000000000004,-0.3715416356456381
