variant,screen_date,trade_date,ticker,total_holdings,us_holdings,jp_holdings,Efficiency,Quality,Valuation_Alt,Volatility,Composite_Ret,Total_Score,base_score,residual_score,residual_raw,Final_Score,Region,Weight
Residual_60_N24,2019-09-30,2019-10-01,US2,24,12,12,0.7259673197311937,0.9891533559679951,5.553695235838182,0.19107218603997417,0.13871216277462003,-0.04376783047991985,0.625,0.875,0.17839091245190727,0.775,US,0.06275923500087816
Residual_60_N24,2019-09-30,2019-10-01,US7,24,12,12,-0.042292613411366975,1.1277501498683065,6.221559073008055,0.18548245448877032,-0.007844537742285032,0.39991309485986465,0.75,0.5,0.03183421193500222,0.6000000000000001,US,0.0646505582367105
Residual_60_N24,2019-09-30,2019-10-01,US0,24,12,12,0.26402280852262855,1.0003713040480042,5.5796142974619665,0.1934304437785735,0.05107004902019737,-0.2271304581952055,0.5,0.625,0.09074879869748463,0.575,US,0.061994089407877206
Residual_60_N24,2019-09-30,2019-10-01,US4,24,12,12,0.35160249454768994,0.9641334784823703,5.315021154611498,0.19065890294230356,0.06703614588223983,-0.42878998256635315,0.25,0.75,0.10671489555952708,0.5499999999999999,US,0.0628952754933405
Residual_60_N24,2019-09-30,2019-10-01,US3,24,12,12,-0.582881524967334,1.2023648460148997,6.468933954836935,0.19030984004637572,-0.11092808978252089,0.5395145959835123,0.875,0.25,-0.07124934010523364,0.5,US,0.06301063687979605
Residual_60_N24,2019-09-30,2019-10-01,US5,24,12,12,-0.39161966652603525,0.9806875739262804,6.183508862933065,0.19713249585669754,-0.07720096228884492,-0.4938238075238585,0.125,0.375,-0.03752221261155766,0.27499999999999997,US,0.060829870659839455
Residual_60_N24,2019-09-30,2019-10-01,US6,24,12,12,-1.152634238394256,1.0466020986040727,7.137758816984314,0.1947274443113776,-0.22444951946830463,-0.30929836866366583,0.375,0.125,-0.1847707697910174,0.22500000000000003,US,0.061581171920683415
Residual_60_N24,2019-09-30,2019-10-01,JP0.T,24,12,12,2.756493251246148,1.2042750737814496,5.371448409084424,0.18919584068919254,0.5215170580236006,1.292631892897783,1.0,1.0,0.44890966283588013,1.0,JP,0.06338164825469783
Residual_60_N24,2019-09-30,2019-10-01,JP5.T,24,12,12,1.1237282195908729,1.2248688075967424,5.657349077154853,0.1793865367748975,0.2015817135886282,0.7294389944964809,0.875,0.875,0.12897431840090776,0.875,JP,0.06684751510009802
Residual_60_N24,2019-09-30,2019-10-01,JP4.T,24,12,12,0.9115111071193166,1.0888192987747578,5.133346436701674,0.19547215108159388,0.17817503684337796,0.02183944921481576,0.75,0.75,0.1055676416556575,0.75,JP,0.061346560926772355
Residual_60_N24,2019-09-30,2019-10-01,JP3.T,24,12,12,0.9143586200386836,0.9605180083505109,5.783233957061596,0.1829922962327754,0.16732058346111053,-0.15337203649423706,0.625,0.625,0.09471318827339005,0.625,JP,0.06553032271129274
Residual_60_N24,2019-09-30,2019-10-01,JP1.T,24,12,12,0.7307815733064804,1.0461205705403853,5.099312360745737,0.2101481460572176,0.1535723928031335,-0.20538227837930773,0.5,0.5,0.08096499761541305,0.5,JP,0.05706233650307474
Residual_60_N24,2019-09-30,2019-10-01,JP6.T,24,12,12,0.38069409663123666,0.9771796903283102,5.62189077232404,0.19577557176680047,0.07453060443622594,-0.3955592018582055,0.375,0.375,0.0019232092485054937,0.375,JP,0.06125148361256259
Residual_60_N24,2019-09-30,2019-10-01,JP2.T,24,12,12,0.12347099458568206,0.8872285666489563,5.384479760376812,0.19434240045340165,0.02399564947415041,-0.8772904341774217,0.125,0.25,-0.04861174571357004,0.2,JP,0.06170318056089626
Residual_60_N24,2019-09-30,2019-10-01,JP7.T,24,12,12,-0.2211712389002214,0.9155773797211816,6.892740662218619,0.18332691077747332,-0.04054663998040412,-0.41230638569991,0.25,0.125,-0.11315403516812457,0.175,JP,0.06541071452608438
Residual_60_N24,2019-12-31,2020-01-01,US1,24,12,12,1.5418204891671443,1.1017678366229897,5.187258840435708,0.19857887868468793,0.30617298387188857,0.7371931510542875,1.0,1.0,0.35330359942913425,1.0,US,0.060568997633303
Residual_60_N24,2019-12-31,2020-01-01,US4,24,12,12,0.5621693605897656,1.004537841281647,5.3934137566355735,0.19434556424769095,0.10925512158658164,-0.169139675648988,0.625,0.875,0.15638573714382728,0.775,US,0.06188833627171262
Residual_60_N24,2019-12-31,2020-01-01,US7,24,12,12,0.45066839075976717,1.0781142839830462,5.59149682067038,0.1893891160050697,0.08535168813741963,0.09677087087911014,0.75,0.75,0.13248230369466527,0.75,US,0.06350799817215927
Residual_60_N24,2019-12-31,2020-01-01,US3,24,12,12,0.14501764782440002,1.3051251451979957,5.610526559383805,0.18992043924177107,0.027541815372618517,0.6747088862310425,0.875,0.375,0.07467243092986416,0.575,US,0.06333032758925639
Residual_60_N24,2019-12-31,2020-01-01,US2,24,12,12,0.21092950444827852,0.9766376021905095,6.125982466266695,0.19171285858068193,0.04043789825678614,-0.17146249956794257,0.5,0.5,0.08756851381403179,0.5,US,0.06273822070216008
Residual_60_N24,2019-12-31,2020-01-01,US0,24,12,12,0.24098860816330644,0.9615868901228469,5.703470429262168,0.19387491916861466,0.04672164692821799,-0.3942098555120815,0.25,0.625,0.09385226248546363,0.475,US,0.06203857458538107
Residual_60_N24,2019-12-31,2020-01-01,US6,24,12,12,-0.41816890613096225,1.0404494178497847,6.544248671220052,0.19011674014266952,-0.07950090926264451,-0.19146027053075165,0.375,0.125,-0.032370293705398866,0.22500000000000003,US,0.06326493723830341
Residual_60_N24,2019-12-31,2020-01-01,US5,24,12,12,-0.1845787595114695,0.9422627447764388,6.073117736557409,0.19484352369219407,-0.035963975901948796,-0.5824006069046805,0.125,0.25,0.01116663965529685,0.2,US,0.061730168933290995
Residual_60_N24,2019-12-31,2020-01-01,JP4.T,24,12,12,2.7309045493929514,1.0786713619676151,5.437077527638565,0.18644849966060642,0.5091730559506402,0.7122286535723154,0.875,1.0,0.45747481471968615,0.95,JP,0.0645096294953887
Residual_60_N24,2019-12-31,2020-01-01,JP0.T,24,12,12,1.4080402883792873,1.2156211759822604,5.382987802134679,0.1929177554456551,0.271635972011185,0.8149350083421064,1.0,0.75,0.21993773078023096,0.85,JP,0.06234637970616984
Residual_60_N24,2019-12-31,2020-01-01,JP3.T,24,12,12,2.1364776516466337,1.0416305766710927,5.325841500664621,0.1878240725453032,0.40128193343429636,0.34905638166394226,0.75,0.875,0.34958369220334234,0.8250000000000001,JP,0.06403717835569632
Residual_60_N24,2019-12-31,2020-01-01,JP1.T,24,12,12,0.6884306787894507,0.9926014931394826,4.9564469938720785,0.20300969067769262,0.13975809915408036,-0.39248847531900843,0.375,0.625,0.08805985792312632,0.525,JP,0.05924704181817894
Residual_60_N24,2019-12-31,2020-01-01,JP6.T,24,12,12,0.4327562579040424,1.0264088887119265,5.6622243213216175,0.19280844595035795,0.08343906156177072,-0.1950535920870513,0.5,0.5,0.031740820330816676,0.5,JP,0.06238172593421339
Residual_60_N24,2019-12-31,2020-01-01,JP5.T,24,12,12,0.07862813168337617,1.108590881292595,5.843653445914956,0.18704974702190175,0.014707372140180289,0.053739785383209004,0.625,0.25,-0.03699086909077376,0.4,JP,0.06430227158590326
Residual_60_N24,2019-12-31,2020-01-01,JP2.T,24,12,12,0.3266518471538078,0.9563153517681504,5.419182216307191,0.19548061604466943,0.06385410431375554,-0.5581277860055501,0.25,0.375,0.012155863082801496,0.32499999999999996,JP,0.06152898367339072
Residual_60_N24,2019-12-31,2020-01-01,JP7.T,24,12,12,-1.1611783377740916,0.8830352375127657,8.063081817503424,0.19219993532616444,-0.22317840142232356,-0.7842899755499597,0.125,0.125,-0.2748766426532776,0.125,JP,0.06257922830549191
Residual_60_N24,2020-03-31,2020-04-01,US1,24,12,12,1.3150365267676145,1.1847628738493419,5.746903269752392,0.18730510496679095,0.24631305468137224,1.0199840976684584,1.0,1.0,0.2160435699342663,1.0,US,0.06397310453791213
Residual_60_N24,2020-03-31,2020-04-01,US5,24,12,12,1.136554842191735,1.090703888181145,5.01036163371686,0.1995863917826956,0.22684088001619943,0.2358008732106182,0.75,0.875,0.19657139526909348,0.8250000000000001,US,0.06003660346528706
Residual_60_N24,2020-03-31,2020-04-01,US3,24,12,12,0.17293353607521886,1.2887816145370552,5.48788066231127,0.19540360022518552,0.033791835548769765,0.4365823369877292,0.875,0.5,0.0035223508016637983,0.65,US,0.06132174149665797
Residual_60_N24,2020-03-31,2020-04-01,US4,24,12,12,0.5657080878121569,1.081282967729563,5.182319551598636,0.19715953338684414,0.1115347426262087,-0.14059889543304888,0.5,0.75,0.08126525787910273,0.6499999999999999,US,0.060775600624974294
Residual_60_N24,2020-03-31,2020-04-01,US7,24,12,12,0.5531608060964469,1.0185442666090967,5.531332101413103,0.185052264010442,0.1023636595299886,-0.21848303782670256,0.375,0.625,0.07209417478288264,0.525,US,0.06475191819241392
Residual_60_N24,2020-03-31,2020-04-01,US6,24,12,12,0.08642641613391387,1.0810972255897027,6.36615486301231,0.19228016355033176,0.01661808542929799,0.024754782589777424,0.625,0.25,-0.013651399317807974,0.4,US,0.06231786388817251
Residual_60_N24,2020-03-31,2020-04-01,US2,24,12,12,0.14008842653529566,0.9831013411076158,5.993225768820811,0.19304206705828894,0.027042959429316726,-0.44432690404846653,0.25,0.375,-0.003226525317789238,0.32499999999999996,US,0.06207190610379766
Residual_60_N24,2020-03-31,2020-04-01,US0,24,12,12,-0.2834363753011561,0.9306195985388446,6.052711555951018,0.19229459402874446,-0.05450328272151467,-0.9137132531483685,0.125,0.125,-0.08477276746862063,0.125,US,0.06231318733138158
Residual_60_N24,2020-03-31,2020-04-01,JP1.T,24,12,12,1.9903847476177483,0.9788555004021482,4.850358517798648,0.20617032665326632,0.4103582735820302,-0.029534062599745198,0.625,1.0,0.3136530034445401,0.85,JP,0.058119367879147156
Residual_60_N24,2020-03-31,2020-04-01,JP4.T,24,12,12,1.9354945873367073,1.05936252782958,5.22415704116838,0.19175953941364515,0.3711495506052902,0.31439768499863907,0.75,0.875,0.27444428046780006,0.8250000000000001,JP,0.06248705590952456
Residual_60_N24,2020-03-31,2020-04-01,JP3.T,24,12,12,1.4507225226538967,1.1246798228834902,5.414653886303508,0.1954649196415334,0.28356536131270654,0.4131815064232725,0.875,0.75,0.18686009117521643,0.8,JP,0.06130250421661352
Residual_60_N24,2020-03-31,2020-04-01,JP0.T,24,12,12,1.2017545375817,1.2810399220825737,5.437345789311853,0.19230172140321838,0.2310994662810896,0.8702436046730162,1.0,0.625,0.13439419614359951,0.775,JP,0.06231087778668518
Residual_60_N24,2020-03-31,2020-04-01,JP5.T,24,12,12,0.23352571655798268,1.0743177403136188,6.027495460389661,0.18251420223230674,0.042621759858307996,-0.047234607639768514,0.5,0.5,-0.0540835102791821,0.5,JP,0.06565236520757785
Residual_60_N24,2020-03-31,2020-04-01,JP6.T,24,12,12,-0.28307388229675295,1.0035188144968776,6.361034607170897,0.1878282428729762,-0.05316926991503079,-0.39627484503803145,0.375,0.375,-0.1498745400525209,0.375,JP,0.06379492709532825
Residual_60_N24,2020-03-31,2020-04-01,JP2.T,24,12,12,-0.5887830087644984,1.0154874905086215,6.571350358338194,0.18596149668384732,-0.10949096953186492,-0.4141099037446296,0.25,0.25,-0.206196239669355,0.25,JP,0.06443532276413393
Residual_60_N24,2020-03-31,2020-04-01,JP7.T,24,12,12,-0.8085940378460177,0.8881033138701897,7.531819827097567,0.18624958959112792,-0.15060030769465374,-0.7106693770727528,0.125,0.125,-0.24730557783214388,0.125,JP,0.06433565350039255
Residual_60_N24,2020-06-30,2020-07-01,US5,24,12,12,2.29360139808373,1.1150900385560234,5.038173982537697,0.201534513140918,0.4622398411021334,0.6242231319234794,0.875,1.0,0.44789571678863305,0.95,US,0.05991876831884739
Residual_60_N24,2020-06-30,2020-07-01,US1,24,12,12,0.931939770165172,1.1731766670427712,5.714326151057867,0.1919120782709871,0.17885049811578424,0.6352659932863662,1.0,0.875,0.16450637380228383,0.925,US,0.06292308389308893
Residual_60_N24,2020-06-30,2020-07-01,US3,24,12,12,-0.013240052483337091,1.2619873695350754,5.5960231049967035,0.196738381559126,-0.0026048264973296265,0.517921557649943,0.75,0.5,-0.016948950810830032,0.6000000000000001,US,0.061379481245316864
Residual_60_N24,2020-06-30,2020-07-01,US7,24,12,12,0.665497039533355,0.9800433311881079,5.57708347989725,0.18476589583666495,0.12296115668602876,-0.33312982579214045,0.375,0.75,0.10861703237252836,0.6,US,0.06535675724386615
Residual_60_N24,2020-06-30,2020-07-01,US6,24,12,12,0.40541453939442545,1.0312719606139655,5.478694428201302,0.1863490827402037,0.07554862754569336,-0.29340276302740553,0.5,0.625,0.06120450323219295,0.575,US,0.06480149847572665
Residual_60_N24,2020-06-30,2020-07-01,US2,24,12,12,-0.25576955863681355,1.044271112896808,6.203422330908968,0.19619113611320535,-0.05017972029212955,-0.13321357554498997,0.625,0.375,-0.06452384460562995,0.475,US,0.061550690007598004
Residual_60_N24,2020-06-30,2020-07-01,US4,24,12,12,-0.24537637638122464,0.9980973839326712,5.82503312276112,0.20812374683898635,-0.05106865083823383,-0.520915629137765,0.125,0.25,-0.06541277515173423,0.2,US,0.05802172978600399
Residual_60_N24,2020-06-30,2020-07-01,US0,24,12,12,-0.5898194153234074,1.0038968982028427,6.101001099317216,0.19407571495970555,-0.1144696247260058,-0.4967488893574905,0.25,0.125,-0.1288137490395062,0.175,US,0.062221591215828084
Residual_60_N24,2020-06-30,2020-07-01,JP3.T,24,12,12,1.3493545388167718,1.2552331018636478,5.464515770888882,0.19470248526535197,0.2627226822117083,0.6689612578926519,1.0,0.875,-0.04029793802671611,0.925,JP,0.0620212925617508
Residual_60_N24,2020-06-30,2020-07-01,JP1.T,24,12,12,1.8120109981744041,1.0801895987759946,5.079502371567799,0.20196455341313438,0.3659619920259814,0.2093108571347272,0.625,1.0,0.06294137178755699,0.85,JP,0.059791184131408326
Residual_60_N24,2020-06-30,2020-07-01,JP4.T,24,12,12,1.3752283599895818,1.1352350534300601,5.349765618682644,0.18954594834509098,0.26066896368528947,0.25386209187839137,0.75,0.75,-0.04235165655313496,0.75,JP,0.06370856199551742
Residual_60_N24,2020-06-30,2020-07-01,JP0.T,24,12,12,1.1524476681612643,1.2784369671181872,5.4615709559428085,0.19092591388224786,0.22003212424515492,0.6362855339830281,0.875,0.625,-0.08298849599326952,0.7250000000000001,JP,0.06324809218192334
Residual_60_N24,2020-06-30,2020-07-01,JP2.T,24,12,12,0.7133307878429498,1.1464827411106295,5.405218525714894,0.19718291192382542,0.14065664191178937,-0.04537127710087311,0.5,0.5,-0.16236397832663507,0.5,JP,0.06124110696675067
Residual_60_N24,2020-06-30,2020-07-01,JP5.T,24,12,12,0.4191373464127422,1.0710987855894734,5.965875005051001,0.1854896648806351,0.07774564592505821,-0.23204494021675034,0.375,0.375,-0.2252749743133662,0.375,JP,0.06510173927433226
Residual_60_N24,2020-06-30,2020-07-01,JP7.T,24,12,12,0.12249039765054123,0.895929582895883,6.073484902278985,0.18561301076638212,0.022735811497888336,-0.9131894256853506,0.125,0.25,-0.2802848087405361,0.2,JP,0.06505847705008778
Residual_60_N24,2020-06-30,2020-07-01,JP6.T,24,12,12,-0.41263384674419556,1.0151824199248236,6.704674831422544,0.18970262207976188,-0.07827772268623251,-0.5778140978858214,0.25,0.125,-0.381298342924657,0.175,JP,0.06365594565195336
Residual_60_N24,2020-09-30,2020-10-01,US5,24,12,12,1.3372876366797422,1.1109936586147608,5.985219487760191,0.19616719079505673,0.2623319589724255,0.592082673008602,0.875,1.0,0.15068894398733,0.95,US,0.06172270854039949
Residual_60_N24,2020-09-30,2020-10-01,US3,24,12,12,0.9244385539187452,1.2844636923785662,5.069181930891503,0.19852588172858998,0.18352497902062156,0.8342337850570172,1.0,0.875,0.07188196403552605,0.925,US,0.060989379506624496
Residual_60_N24,2020-09-30,2020-10-01,US1,24,12,12,0.9678375244601005,1.1771223801427217,5.472938043140816,0.18638501308109431,0.18039040965686978,0.5478154245817124,0.75,0.75,0.06874739467177426,0.75,US,0.06496214552059593
Residual_60_N24,2020-09-30,2020-10-01,US6,24,12,12,0.5453340085964123,1.0906992460056282,5.6658470264114325,0.1864226201679851,0.10166259474925371,0.07671295377697974,0.625,0.5,-0.0099804202358418,0.55,US,0.06494904068895584
Residual_60_N24,2020-09-30,2020-10-01,US4,24,12,12,0.5295554174217492,1.049668393370318,4.764162389025374,0.21631181845905711,0.11454909531734363,-0.3076758519602001,0.375,0.625,0.002906080332248114,0.525,US,0.055974613078868765
Residual_60_N24,2020-09-30,2020-10-01,US7,24,12,12,0.24931204933644127,1.0141785333274738,5.881482584750728,0.18142129847051133,0.04523051571496136,-0.29387673670085146,0.5,0.375,-0.06641249927013415,0.425,US,0.06673951980671268
Residual_60_N24,2020-09-30,2020-10-01,US0,24,12,12,-0.8319116178596185,0.9781781769974509,6.875956863705577,0.1941532627093851,-0.1615183548932881,-0.6763675697627287,0.25,0.25,-0.27316136987838363,0.25,US,0.06236295065901533
Residual_60_N24,2020-09-30,2020-10-01,US2,24,12,12,-1.1544441579377345,0.9764748417193069,7.1052252176097985,0.18884517386117253,-0.2180112077187664,-0.7729246780005306,0.125,0.125,-0.32965422270386185,0.125,US,0.06411585795426929
Residual_60_N24,2020-09-30,2020-10-01,JP4.T,24,12,12,1.3600551891078816,1.121528256605941,5.684289154211132,0.1859488305952756,0.252900671959647,0.5971064368515789,1.0,1.0,-0.10248407010212195,1.0,JP,0.06511452803371301
Residual_60_N24,2020-09-30,2020-10-01,JP1.T,24,12,12,1.2196430151914677,1.1143238525548969,5.219996824744055,0.1996229790067019,0.24346877201723693,0.35193281767887596,0.625,0.875,-0.11191597004453198,0.775,JP,0.0606541912302878
Residual_60_N24,2020-09-30,2020-10-01,JP2.T,24,12,12,0.798683561487705,1.2338032390140863,5.016040526174803,0.20073879250332807,0.1603267737252995,0.5494905404749173,0.75,0.75,-0.1950579683364694,0.75,JP,0.06031704281787728
Residual_60_N24,2020-09-30,2020-10-01,JP3.T,24,12,12,0.8393722485858114,1.1678497939130261,5.9128792081830435,0.18943361277987986,0.15900531751678165,0.5516040337364303,0.875,0.625,-0.19637942454498725,0.7250000000000001,JP,0.06391669442899542
Residual_60_N24,2020-09-30,2020-10-01,JP7.T,24,12,12,0.4366896786495404,1.0145392759847287,5.243840321861297,0.19504268652745368,0.08517312810261679,-0.5208320730110535,0.25,0.5,-0.2702116139591521,0.4,JP,0.062078566277992374
Residual_60_N24,2020-09-30,2020-10-01,JP5.T,24,12,12,0.2697990733425187,1.0593378839904866,5.515725873527286,0.1942118932325281,0.05239818882623226,-0.35271131105913,0.375,0.375,-0.30298655323553664,0.375,JP,0.06234412394165512
Residual_60_N24,2020-09-30,2020-10-01,JP0.T,24,12,12,0.25879662012081767,1.1114687606657623,5.583894081324276,0.19547375005350712,0.05058794583618914,-0.12032757180635012,0.5,0.25,-0.30479679622557976,0.35,JP,0.06194166909530258
Residual_60_N24,2020-09-30,2020-10-01,JP6.T,24,12,12,-0.8005178491699959,0.9229832039287396,7.263858629137751,0.1958680707312512,-0.15679588670285785,-1.0562628728652674,0.125,0.125,-0.5121806287646268,0.125,JP,0.06181696841873456
Residual_60_N24,2020-12-31,2021-01-01,US1,24,12,12,0.9531638218060586,1.2104278280981666,5.503440442621628,0.1871769740942488,0.17841031998176782,0.9796880603938685,0.875,1.0,0.03188604806627001,0.95,US,0.06540797620069479
Residual_60_N24,2020-12-31,2021-01-01,US5,24,12,12,0.6274189649104974,1.1963948341018396,6.234821304522549,0.19562214705705394,0.12273704502010589,1.0298856093207904,1.0,0.875,-0.023787226895391922,0.925,US,0.06258425874092881
Residual_60_N24,2020-12-31,2021-01-01,US6,24,12,12,0.6046623638890686,1.054366511153122,5.190593423052897,0.19265619910793175,0.11649195277048507,-0.06486686977601533,0.5,0.75,-0.030032319145012736,0.6499999999999999,US,0.06354774527663068
Residual_60_N24,2020-12-31,2021-01-01,US7,24,12,12,0.4007101040810223,1.0801443180312509,5.548101687838972,0.1871376875184791,0.07498796224301159,0.04709269340378387,0.625,0.625,-0.07153630967248621,0.625,US,0.06542170756313186
Residual_60_N24,2020-12-31,2021-01-01,US3,24,12,12,0.25754960601682597,1.1137511999777683,5.544432366017454,0.19319201899181404,0.04975652837693687,0.054671261792616,0.75,0.5,-0.09676774353856094,0.6000000000000001,US,0.06337149500670339
Residual_60_N24,2020-12-31,2021-01-01,US4,24,12,12,-0.18014522191304916,1.0067285894681717,5.924428054946946,0.2104716715312221,-0.037915465974402394,-0.522490706481652,0.375,0.375,-0.1844397378899002,0.375,US,0.0581687168529877
Residual_60_N24,2020-12-31,2021-01-01,US2,24,12,12,-0.3048138337326089,0.9826972582687002,6.2675297433794706,0.19460690518325952,-0.059318876839747646,-0.542167118254048,0.25,0.25,-0.20584314875524545,0.25,US,0.06291075363099627
Residual_60_N24,2020-12-31,2021-01-01,US0,24,12,12,-0.3407165810783726,0.9045710754092919,6.048951214493351,0.19486807992328303,-0.06639478595276806,-0.9818129303993408,0.125,0.125,-0.2129190578682659,0.125,US,0.06282643659081848
Residual_60_N24,2020-12-31,2021-01-01,JP2.T,24,12,12,1.2610376705106077,1.2035194897171682,5.1844375532909135,0.20213302454598556,0.2548973584067331,0.8804100496395324,1.0,1.0,-0.047022074468590636,1.0,JP,0.06056836627450463
Residual_60_N24,2020-12-31,2021-01-01,JP4.T,24,12,12,1.0488504611990022,1.1608745712980706,5.4312982201371724,0.19238961688835118,0.20178793840324646,0.6739792525406838,0.875,0.875,-0.1001314944720773,0.875,JP,0.06363579939960871
Residual_60_N24,2020-12-31,2021-01-01,JP3.T,24,12,12,0.7867736094585468,1.09269789547665,5.2239369796843675,0.1927650902078302,0.15166248580041694,0.09109434123418325,0.625,0.75,-0.1502569470749068,0.7,JP,0.06351184778154079
Residual_60_N24,2020-12-31,2021-01-01,JP1.T,24,12,12,0.4446798768330553,1.146200678772435,5.2957934801595545,0.20628362440577283,0.0917301766934353,0.10273377346278584,0.75,0.5,-0.21018925618188844,0.6000000000000001,JP,0.059349679850457734
Residual_60_N24,2020-12-31,2021-01-01,JP5.T,24,12,12,0.5139143568222454,1.0335621802030799,5.549340341409313,0.19684123251754196,0.10115953540535062,-0.18826981972160584,0.375,0.625,-0.20075989746997314,0.525,JP,0.062196659258286435
Residual_60_N24,2020-12-31,2021-01-01,JP0.T,24,12,12,0.2761084365377975,1.1113239124116048,5.635188745135876,0.19169919525288437,0.052929765086827875,0.008117311897360875,0.5,0.375,-0.24898966778849588,0.425,JP,0.06386498936901759
Residual_60_N24,2020-12-31,2021-01-01,JP7.T,24,12,12,0.10924771353452319,0.9897426945533712,5.646879879871315,0.19698844271492674,0.02152053695933215,-0.6165329898155004,0.25,0.25,-0.2803988959159916,0.25,JP,0.062150179463025874
Residual_60_N24,2020-12-31,2021-01-01,JP6.T,24,12,12,-0.4699551715417067,0.9178556635367543,6.402700085495531,0.2024170160069609,-0.0951269234805117,-0.9515319192374422,0.125,0.125,-0.39704635635583535,0.125,JP,0.06048338874066629
Residual_60_N20,2019-03-29,2019-04-01,US3,20,10,10,0.8545746539293946,1.1886907183467323,5.943508246787853,0.19074445087660252,0.163005373096825,1.022931813937737,1.0,1.0,0.23518632139647402,1.0,US,0.06228698699070035
Residual_60_N20,2019-03-29,2019-04-01,US7,20,10,10,0.6698292248616894,1.1634901289726343,5.53124362314792,0.19441983844028282,0.13022808968018953,0.5028262262368348,0.875,0.875,0.20240903797983859,0.875,US,0.0611094897805324
Residual_60_N20,2019-03-29,2019-04-01,US0,20,10,10,0.382220062102928,1.1153829821077177,5.3571591291259555,0.18666609968017778,0.0713475282122689,-0.06110086966937517,0.5,0.75,0.14352847651191794,0.6499999999999999,US,0.06364785652378885
Residual_60_N20,2019-03-29,2019-04-01,US4,20,10,10,0.37800710835342216,1.0121143495079874,6.184439531788835,0.18598300747727037,0.07030289885935587,0.04948899076808164,0.625,0.625,0.1424838471590049,0.625,US,0.06388162709838548
Residual_60_N20,2019-03-29,2019-04-01,US6,20,10,10,0.24935652631151684,1.2430332741876966,5.4688653221762165,0.1935895608383858,0.04827282042083194,0.34021989169174566,0.75,0.5,0.12045376872048097,0.6000000000000001,US,0.06137157953582911
Residual_60_N20,2019-03-29,2019-04-01,US1,20,10,10,0.20112349388091916,0.9688995871838028,5.861479244518645,0.20503510498073224,0.04123737668196592,-0.4755342941434701,0.375,0.375,0.11341832498161496,0.375,US,0.0579456729198432
Residual_60_N20,2019-03-29,2019-04-01,US5,20,10,10,-0.21321252674090796,0.9410784642369509,6.146406414788506,0.19230340766597356,-0.04100149544934911,-0.817750137050055,0.125,0.25,0.03117945285029992,0.2,US,0.06178204158990286
Residual_60_N20,2019-03-29,2019-04-01,US2,20,10,10,-0.34571662817004795,1.0450729328812893,6.15961849287503,0.189411215399301,-0.065482606725437,-0.5610816217714978,0.25,0.125,0.006698341574212026,0.175,US,0.06272541520444237
Residual_60_N20,2019-03-29,2019-04-01,JP0.T,20,10,10,2.978776301814921,1.0551364248937216,5.441489812050391,0.18853916523730255,0.5616159973728444,0.6400913507353692,0.875,1.0,0.42372912438492,0.95,JP,0.06301553905442127
Residual_60_N20,2019-03-29,2019-04-01,JP3.T,20,10,10,2.2408765313705175,1.1115201716194896,5.852539880576719,0.1708659864614982,0.3828895790710439,0.7803579473048027,1.0,0.875,0.24500270608311958,0.925,JP,0.06953342427210571
Residual_60_N20,2019-03-29,2019-04-01,JP4.T,20,10,10,1.1330970572123225,1.1239792872203194,5.307475337813498,0.1901656662889726,0.2154761568548554,0.1558745115566786,0.625,0.625,0.07758928386693109,0.625,JP,0.06247656247392843
Residual_60_N20,2019-03-29,2019-04-01,JP6.T,20,10,10,1.5231127288628517,1.005969924782925,4.907976886119419,0.2086747956917945,0.31783523751102716,-0.36190723376996825,0.25,0.75,0.17994836452310284,0.5499999999999999,JP,0.05693498867897252
Residual_60_N20,2019-03-29,2019-04-01,JP1.T,20,10,10,0.6348233102155534,1.1118144686633942,5.534945971897186,0.199350330624242,0.12655223677944633,0.022934410545459673,0.5,0.5,-0.011334636208477985,0.5,JP,0.05959808089154203
Residual_60_N20,2019-03-29,2019-04-01,JP5.T,20,10,10,0.5202800168817132,1.1441658783069588,6.047688658704801,0.1802561215260082,0.09378365795058369,0.34985392996221065,0.75,0.25,-0.044103215037340625,0.45000000000000007,JP,0.06591119918546007
Residual_60_N20,2019-03-29,2019-04-01,JP7.T,20,10,10,0.5408178716430887,0.9758903928467841,6.257424418012147,0.17476351438338864,0.09451523188969056,-0.22897947494130405,0.375,0.375,-0.04337164109823375,0.375,JP,0.06798270893222841
Residual_60_N20,2019-03-29,2019-04-01,JP2.T,20,10,10,-0.27883107545045277,0.8541692883299139,5.565097232515399,0.1986877523876393,-0.05540031967707874,-1.358225441393249,0.125,0.125,-0.19328719266500305,0.125,JP,0.05979682686791697
Residual_60_N20,2019-06-28,2019-07-01,US0,20,10,10,0.6939935280047058,1.100273522305198,5.4312358599467725,0.19610543166679412,0.1360959003833242,0.4218909971408872,1.0,1.0,0.21598573353582684,1.0,US,0.06088959277985637
Residual_60_N20,2019-06-28,2019-07-01,US4,20,10,10,0.6837949256537935,1.0684857542845076,5.611997325380509,0.18663583783899979,0.12762063885945232,0.3421078477536663,0.625,0.875,0.20751047201195502,0.775,US,0.06397903004250279
Residual_60_N20,2019-06-28,2019-07-01,US6,20,10,10,0.1514779469900345,1.2252810012455806,5.311004550304286,0.1968734370779854,0.029821984065444968,0.4148966228513166,0.75,0.625,0.10971181721794764,0.675,US,0.06065206181867526
